Date;Food;Fertil;GPRH;Metal;Oil;Raw_Material;Temperature Anomalies;VIX;Euro_Dollars;Viande;Huile;Wheat;Sucre;Food_lag
01/03/2015;95,6;100,8843097;95,05361176;71,77724587;47,82;83,64017079;0,92;15,29;1,073;161,32;30,7;512,88;12,06;98,5
01/04/2015;94,7;95,15832025;90,09719086;72,13660555;54,45;83,67947299;0,81;14,55;1,1222;159,5;31,72;475,38;13,18;95,6
01/05/2015;95;95,40725273;67,88858795;74,63688614;59,27;86,00600057;0,89;13,84;1,0987;152,32;33,33;477,88;12,28;94,7
01/06/2015;94,5;100,1885933;78,03047943;70,31336858;59,82;85,64152174;0,91;18,23;1,1135;147,85;33,74;616,63;12,47;95
01/07/2015;93,8;99,8091767;94,75882721;65,74767693;50,9;84,35936491;0,85;12,12;1,0987;145,7;30,21;498,13;12,4;94,5
01/08/2015;89,6;98,43518872;83,12367249;62,65317939;42,87;83,37754199;0,91;28,43;1,1211;145,5;28,25;485,38;11,77;93,8
01/09/2015;89;99,6065203;95,89233398;63,4023901;45,48;81,89823773;0,94;24,5;1,1176;124,67;27,66;512,25;12,88;89,6
01/10/2015;90,4;95,46877238;90,87059784;62,2166566;46,22;81,6923638;1,03;15,07;1,1005;139,25;28,75;522,13;14,17;89
01/11/2015;87,7;96,55748795;119,5104675;57,83254253;42,44;80,45638691;1;16,129999;1,0563;130,05;29,67;475,63;14,46;90,4
01/12/2015;87,1;96,24798509;131,2105865;56,31368038;37,19;80,20100792;1,15;18,209999;1,086;135,8;30,96;469,38;14,92;87,7
01/01/2016;84,9;90,31730942;97,50211334;55,21308139;31,68;78,42880106;1,12;20,200001;1,0834;135,3;31,33;479,38;13,08;87,1
01/02/2016;86;80,30048804;84,31517029;57,68103066;30,32;78,25769077;1,26;20,549999;1,0871;139,5;31,11;452,88;14,36;84,9
01/03/2016;87,4;81,99744177;93,45272827;61,19185776;37,55;78,88592022;1,31;13,95;1,1378;132,93;34,53;474,5;15,45;86
01/04/2016;89,2;81,36309727;85,37211609;61,99894561;40,75;81,60009898;1,12;15,7;1,1454;123,1;33,26;489,25;16,32;87,4
01/05/2016;90,6;81,08696509;77,35427856;59,97948963;46,71;82,05188515;0,94;14,19;1,1129;121,1;32,05;463,75;17,66;89,2
01/06/2016;93,8;72,54103879;74,22131348;60,25668068;48,76;81,6175604;0,93;15,63;1,1104;120;31,66;448;20,33;90,6
01/07/2016;93;76,65463031;90,43106079;63,49255155;44,65;80,54640245;0,92;11,87;1,117;113,08;30,59;407,25;19,44;93,8
01/08/2016;95,3;72,69475674;79,64978027;63,78019706;44,72;80,53425813;0,98;13,42;1,1156;111,95;32,87;387,5;20,56;93
01/09/2016;96,1;73,05125869;94,0345459;62,82845414;45,18;80,60911678;0,94;13,29;1,1238;98,9;33,67;401,75;23;95,3
01/10/2016;95,9;72,96639047;77,68973541;64,13285632;49,78;78,72411205;0,79;17,059999;1,0979;103,1;35,53;415,25;21,11;96,1
01/11/2016;95,8;74,51043954;71,86234283;71,52669221;45,66;79,70767467;0,78;13,33;1,0585;110,75;37,25;403;19,27;95,9
01/12/2016;95,1;75,02915253;86,41724396;73,53505724;51,97;81,4139028;0,83;14,04;1,0513;119;34,92;407,75;19,25;95,8
01/01/2017;97,7;76,79330702;86,76187897;74,54452655;52,5;83,42597984;0,97;11,99;1,0795;115,6;34,4;421;20,46;95,1
01/02/2017;98,1;76,7535838;98,75232697;77,94041741;53,47;85,17327831;1,02;12,92;1,0575;126,6;34,19;443,75;19,23;97,7
01/03/2017;96,2;76,44786976;80,1341095;77,34271793;49,33;82,76601567;1,08;12,37;1,0649;119,95;32,17;425,75;16,88;98,1
01/04/2017;95,1;73,74138826;93,11141968;74,04135598;51,06;82,49827024;0,92;10,82;1,0895;138;31,81;432,62;16,13;96,2
01/05/2017;97,4;68,50559852;78,9104538;72,23872227;48,48;82,15711923;0,87;10,41;1,1241;124,42;31,6;429,5;15,13;95,1
01/06/2017;98;70,25871604;105,3293457;71,70786089;45,18;78,99684487;0,84;11,18;1,1423;119,1;33,16;525,75;13,81;97,4
01/07/2017;100,2;68,91560614;86,8911972;75,38731558;46,63;79,43806347;0,9;10,26;1,184;112;34,92;474,25;15,6;98
01/08/2017;99,3;70,74848845;107,8745117;81,55521096;48,04;79,37170928;0,92;10,59;1,1908;104,53;35,06;435,5;14,98;100,2
01/09/2017;99,9;74,0760172;95,02468109;82,67827989;49,82;80,3423541;0,86;9,51;1,1812;109,1;32,99;448,25;14,1;99,3
01/10/2017;98,9;78,08694341;76,09866333;83,39008227;51,58;78,63877099;0,81;10,18;1,1644;120,5;35,11;418,5;14,82;99,9
01/11/2017;98,9;82,67508395;61,75968933;83,45610946;56,64;78,74389545;0,8;11,28;1,1902;119,9;34,06;434,38;15,03;98,9
01/12/2017;96,4;74,09940834;64,84115601;84,11395679;57,88;80,40225113;0,87;11,04;1,1996;123;33,43;427,5;15,02;98,9
01/01/2018;96,8;75,45335079;69,34327698;88,56962578;63,7;82,76026846;0,74;13,54;1,242;123,85;33,48;451,5;13,37;96,4
01/02/2018;97,9;77,69608163;58,2115593;88,60694031;62,23;83,16351357;0,76;19,85;1,2193;127,5;32,43;492,5;13,38;96,8
01/03/2018;99;78,27521104;76,13647461;84,47107155;62,73;84,35758917;0,89;19,969999;1,2321;113,75;32,26;451,75;12,46;97,9
01/04/2018;98,6;78,59184449;76,4016571;86,44544399;66,25;84,6331089;0,84;15,93;1,2077;123,75;30,76;511,25;11,75;99
01/05/2018;98,7;77,39636296;83,75041962;86,78852727;69,98;83,09428117;0,81;15,43;1,169;105,05;31,39;524,75;13,02;98,6
01/06/2018;97;78,03045076;77,22054291;86,97667992;67,87;82,19234305;0,78;16,09;1,1683;107;29,34;502;12,25;98,7
01/07/2018;95,1;82,63548242;68,61534882;79,7722629;70,98;80,96061478;0,82;12,83;1,1691;107,67;29,01;554,5;11,48;97
01/08/2018;96;84,56561082;74,00521851;78,11847134;68,06;80,28321715;0,8;12,86;1,1599;106,8;28,77;546,5;11,42;95,1
01/09/2018;94,2;86,69724736;51,75374603;77,44491643;70,23;79,94930124;0,83;12,12;1,1608;113,45;29,23;510,5;11,2;96
01/10/2018;93,3;88,15180039;60,49425125;79,35498639;70,75;79,13625683;0,92;21,23;1,131;115,85;28,49;501,25;13,3;94,2
01/11/2018;92,2;93,11753627;52,75128555;77,50087474;56,96;78,23602719;0,78;18,07;1,1315;116,92;28,3;515,5;12,95;93,3
01/12/2018;92,2;89,42814532;63,81905365;76,07170463;49,52;77,81373568;0,88;25,42;1,1469;124,8;28,12;503;12,1;92,2
01/01/2019;93,3;86,81908444;66,39173889;75,77415349;51,38;78,50976389;0,93;16,57;1,1444;124,8;30,79;516,5;12,81;92,2
01/02/2019;94;84,83974415;75,31292725;80,1171982;54,95;78,75513126;0,85;14,78;1,137;129,95;30,59;458,75;12,78;93,3
01/03/2019;93,2;84,27847966;63,71170425;81,09669812;58,15;79,74087082;1,09;13,71;1,1217;125,7;28,84;458,5;12,65;94
01/04/2019;93,6;84,70614727;60,05846024;81,59938826;63,86;79,75727052;0,97;13,12;1,1215;123,75;28,02;429;12,34;93,2
01/05/2019;94,3;84,42242092;76,11685944;78,6491888;60,83;78,48385186;0,86;18,709999;1,1167;108,47;27,85;504,88;12,43;93,6
01/06/2019;95,4;83,78403664;73,25740051;78,52608899;54,66;77,85989622;0,95;15,08;1,1368;110,5;28,49;526;12,62;94,3
01/07/2019;95,1;82,70519021;70,43902588;81,03118419;57,35;76,27774475;0,92;16,120001;1,1074;106,9;28;486,5;13,2;95,4
01/08/2019;94,1;81,74542262;94,95689392;76,04850307;54,81;74,35811233;0,92;18,98;1,0989;105;28,81;461,38;12,23;95,1
01/09/2019;93,4;77,83964962;70,82939148;77,32280801;56,95;75,04554277;0,94;16,24;1,0898;104,58;29,31;495,5;12,65;94,1
01/10/2019;95,2;77,73231589;72,86511993;76,45733091;53,96;75,46573343;0,94;13,22;1,115;111,67;31,25;508,75;12,58;93,4
01/11/2019;98,6;75,04271287;64,52574921;76,21530553;57,03;76,34121148;0,91;12,62;1,1015;121,2;30,85;542,12;12,98;95,2
01/12/2019;101;72,62790557;50,64933395;77,46999671;59,88;77,480349;1,05;13,78;1,121;124,7;35,06;559,38;13,54;98,6
01/01/2020;102,5;70,8394328;104,5238647;77,70223175;57,52;78,12391607;1,13;18,84;1,1093;121,38;30,69;553,38;14,35;101
01/02/2020;99,4;71,03393055;62,85643768;73,01586885;50,54;76,70506368;1,16;40,110001;1,1025;112,7;29,04;525,25;14,14;102,5
01/03/2020;95,2;73,33180862;80,56129456;68,70687148;29,21;73,46459986;1,18;53,540001;1,1029;101,83;27,51;567,75;10,5;99,4
01/04/2020;92,5;73,70477446;67,53959656;65,55173456;16,55;72,17475554;1,05;34,150002;1,0955;90;26,79;523,5;10,37;95,2
01/05/2020;91,1;67,44113093;75,35385132;68,0063561;28,56;72,40572729;0,94;27,51;1,1098;99,72;27,71;521,62;10,97;92,5
01/06/2020;93,3;66,8032931;64,86086273;73,67846261;38,31;73,56708986;0,92;30,43;1,1231;91,65;28,3;490,75;11,96;91,1
01/07/2020;94;69,83762235;61,81967926;79,08970396;40,71;74,23787938;0,92;24,459999;1,1774;102,83;30,51;531;13,2;93,3
01/08/2020;95,9;75,9590385;55,42536545;83,48060218;42,34;76,39798837;0,94;26,41;1,1936;104,5;32,86;546,5;13,28;94
01/09/2020;98;76,85697662;59,53417206;85,11530462;39,63;76,05747625;0,94;26,370001;1,1718;108,55;33,19;578,12;13,51;95,9
01/10/2020;101,4;76,59469396;54,33878708;85,49279171;39,4;77,66157109;0,83;38,02;1,1647;105,97;33,24;598,5;13,39;98
01/11/2020;105,6;77,13672569;50,44619751;90,27961371;40,94;78,83032236;0,95;20,57;1,1928;110,17;37,27;581;13,82;101,4
01/12/2020;108,6;78,83007657;56,59890366;99,65051285;47,02;79,89135836;0,78;22,75;1,2213;112,95;41,52;641,75;14,68;105,6
01/01/2021;113,5;82,95833859;61,59249878;102,8393017;52;81,14882573;0,78;33,09;1,2136;115,05;43,28;662,62;15,08;108,6
01/02/2021;116,6;100,0681271;52,20960617;106,3923564;59,04;82,80857965;0,64;27,950001;1,2074;113,1;48,8;660,12;16,45;113,5
01/03/2021;119,2;104,167878;53,87032318;110,2213889;62,33;82,78242179;0,86;19,4;1,1728;120,97;48,79;618,75;14,77;116,6
01/04/2021;122,1;101,5563928;59,94792175;115,3230533;61,72;81,99196568;0,8;18,610001;1,2018;116;57,47;735,3;16,98;119,2
01/05/2021;128,1;106,0709734;70,34014893;125,7933132;65,17;82,7859002;0,81;16,76;1,2225;115,88;61,01;664,12;17,39;122,1
01/06/2021;125,3;119,7677978;59,44499588;124,2731901;71,38;82,53138887;0,89;15,83;1,1855;122,5;63,11;680,25;17,89;128,1
01/07/2021;124,6;126,9566605;46,86131668;124,5206014;72,49;82,04859396;0,93;18,24;1,187;122,08;63,54;703,5;18,43;125,3
01/08/2021;128;130,7492401;59,92235184;119,0440832;67,73;82,65466384;0,89;16,48;1,1807;118,95;58,75;724;20,55;124,6
01/09/2021;129,2;129,4873997;64,52653503;116,8129907;71,65;82,5612086;0,89;23,139999;1,1581;120,58;58,55;725,75;20,34;128
01/10/2021;133,2;171,5329668;53,45117188;121,3809636;81,48;84,90254068;0,89;16,26;1,1561;127,38;60,44;772,75;18,95;129,2
01/11/2021;135,3;204,5106148;52,65968704;114,0171705;79,15;85,26512737;0,91;27,190001;1,1336;135,88;55,32;773,75;18,28;133,2
01/12/2021;133,7;208,0055998;69,29039764;116,715183;71,71;83,87235708;0,84;17,219999;1,1368;138,9;56,57;770,75;18,6;135,3
01/01/2022;135,6;200,4990323;84,99974823;125,2296413;83,22;86,17551963;0,89;24,83;1,1233;139,57;64,4;761,25;17,8;133,7
01/02/2022;141,2;196,4365361;120,2284546;131,1765014;91,64;87,01380441;0,81;30,15;1,1219;140,5;70,79;928;17,7;135,6
01/03/2022;159,7;232,5331943;167,1677856;141,2833394;108,5;85,87625536;0,94;20,559999;1,1065;139,38;66,76;1006;19,32;141,2
01/04/2022;158,4;254,9746498;127,6196976;138,0941428;101,78;86,0098495;0,85;33,400002;1,0541;141,9;79,95;1055,75;19,15;159,7
01/05/2022;158,1;223,111;100,3832932;122,4555174;109,55;84,9662983;0,79;26,190001;1,0733;130,53;75,58;1088;19,57;158,4
01/06/2022;154,7;220,2834507;100,0712738;115,7047526;114,84;83,07446281;0,89;28,709999;1,0482;138;65,68;884;18,5;158,1
01/07/2022;140,6;213,0818012;97,62302399;100,1540123;101,62;79,04475319;0,88;21,33;1,0218;136,45;65,82;807,75;17,69;154,7
01/08/2022;137,6;209,8564278;120,1977234;103,8118351;93,67;78,04537594;0,91;25,870001;1,0057;141,55;67,49;831,5;17,77;140,6
01/09/2022;136;222,5125295;112,8464432;97,77195427;84,26;73,47168788;0,88;31,620001;0,9799;143,28;61,56;921,5;17,68;137,6
01/10/2022;135,4;214,2648563;129,0209808;96,08712093;87,55;71,38898155;0,9;25,879999;0,9883;146,78;73,21;882,25;17,97;136
01/11/2022;135;201,8286103;100,3286743;100,9167883;84,37;72,92116593;0,75;20,58;1,0405;153,07;75,23;795,5;19,63;135,4
01/12/2022;132,4;189,5959634;95,41427612;107,6032809;76,44;75,24536624;0,8;21,67;1,0702;154,82;63,81;792;20,04;135
